,actor,collab,count,genres
0,Anupam Kher,Avtar Gill,17,"['Comedy|Romance', 'Comedy|Musical|Romance', 'Comedy|Mystery', 'Musical|Romance', 'Action|Comedy|Drama', 'Comedy|Romance', 'Comedy|Drama|Musical', 'Drama|Romance', 'Action|Thriller', 'Action', 'Action|Drama', 'Adventure|Comedy|Drama', 'Drama', 'Drama', 'Drama|Thriller', 'Drama|Family', 'Crime|Drama']"
1,Anupam Kher,Tabu,5,"['Action|Drama|Romance', 'Crime|Drama|Thriller', 'Action|Comedy|Drama', 'Comedy|Drama|Romance', 'Drama|Thriller']"
2,Anupam Kher,Om Prakash,1,['Horror|Mystery']
3,Anupam Kher,Anjan Srivastav,6,"['Drama|Family|Musical', 'Action|Drama|Romance', 'Action|Comedy|Crime', 'Action|Drama|Musical', 'Action|Drama', 'Action|Crime|Drama']"
4,Anupam Kher,Mushtaq Khan,9,"['Drama|Mystery|Thriller', 'Comedy|Drama|Romance', 'Musical|Romance', 'Drama|Romance', 'Action|Drama', 'Action', 'Comedy|Romance', 'Adventure|Comedy|Drama', 'Action|Crime|Drama']"
5,Anupam Kher,Iftekhar,2,"['Crime', 'Drama|Family|Romance']"
6,Anupam Kher,Pinchoo Kapoor,1,['Drama|Thriller']
7,Anupam Kher,Juhi Chawla,11,"['Comedy|Romance', 'Action|Adventure|Animation', 'Drama|Fantasy|Romance', 'Comedy|Romance', 'Drama|Romance', 'Comedy|Romance', 'Action|Comedy|Crime', 'Drama', 'Drama|Romance|Thriller', 'Drama', 'Action|Drama']"
8,Anupam Kher,Rati Agnihotri,6,"['Comedy', 'Comedy|Romance', 'Action|Adventure|Comedy', 'Drama|Family|Musical', 'Comedy|Drama|Romance', 'Drama|Family|Romance']"
9,Anupam Kher,Sujit Kumar,2,"['Comedy|Drama|Romance', 'Drama|Family']"
10,Anupam Kher,Farida Jalal,16,"['Comedy|Romance', 'Action|Crime|Drama', 'Action|Drama|Romance', 'Action|Romance', 'Comedy|Drama|Romance', 'Drama', 'Drama|Romance', 'Comedy|Drama|Musical', 'Comedy|Drama|Romance', 'Drama|Romance', 'Action|Drama', 'Action|Drama|Thriller', 'Action|Drama', 'Action|Crime|Drama', 'Drama|Romance', 'Drama|Family']"
11,Anupam Kher,Sunil Dutt,2,"['Drama', 'Drama|Family']"
12,Anupam Kher,Dalip Tahil,12,"['Comedy|Drama|Sport', 'Action|Romance', 'Drama|Romance', 'Action|Comedy|Drama', 'Action|Comedy|Drama', 'Action|Drama|Romance', 'Action|Drama|Musical', 'Action|Drama|Family', 'Action|Drama|Musical', 'Action|Crime|Drama', 'Drama|Family', 'Action|Crime|Drama']"
13,Anupam Kher,Asrani,13,"['Comedy', 'Comedy|Drama|Romance', 'Action|Comedy|Musical', 'Drama|Musical|Romance', 'Action|Drama|Romance', 'Comedy|Drama|Romance', 'Comedy|Romance', 'Drama', 'Action|Crime|Drama', 'Action|Drama|Romance', 'Action|Family', 'Action|Drama', 'Action']"
14,Anupam Kher,Viju Khote,7,"['Action|Comedy|Crime', 'Action|Comedy|Crime', 'Drama|Romance', 'Comedy|Drama|Romance', 'Action|Adventure|Crime', 'Crime', 'Action|Crime|Drama']"
15,Anupam Kher,Paresh Rawal,20,"['Comedy|Drama|Romance', 'Comedy|Drama|Romance', 'Action|Comedy|Romance', 'Action|Comedy|Musical', 'Drama|Romance', 'Action|Thriller', 'Drama', 'Drama|Family', 'Action|Drama', 'Action|Crime|Drama', 'Action|Drama|Musical', 'Romance', 'Drama', 'Drama|Family', 'Drama', 'Action|Drama|Musical', 'Action|Crime|Drama', 'Action|Family', 'Action|Drama', 'Action|Crime|Drama']"
16,Anupam Kher,Sushma Seth,6,"['Drama|Romance', 'Action|Comedy|Musical', 'Action|Drama|Musical', 'Drama|Musical|Romance', 'Drama|Family', 'Action|Thriller']"
17,Anupam Kher,Raza Murad,9,"['Comedy', 'Action|Comedy|Crime', 'Action|Comedy|Crime', 'Action', 'Action|Drama|Musical', 'Action|Crime|Drama', 'Action|Crime|Drama', 'Action|Crime|Drama', 'Action|Thriller']"
18,Anupam Kher,Suresh Oberoi,10,"['Action', 'Action', 'Action|Crime|Drama', 'Action|Crime|Drama', 'Action|Crime|Drama', 'Action|Drama|Romance', 'Crime|Drama', 'Action|Thriller', 'Action|Thriller', 'Drama']"
19,Anupam Kher,Ram Mohan,3,"['Action|Romance', 'Drama', 'Action|Drama']"
20,Anupam Kher,Rekha,7,"['Comedy|Drama|Family', 'Drama|Family', 'Fantasy|Thriller', 'Action|Crime|Drama', 'Action|Crime|Drama', 'Action', 'Drama|Music|Romance']"
21,Anupam Kher,Mohan Joshi,4,"['Action|Crime|Drama', 'Action|Comedy|Romance', 'Action|Drama', 'Action|Drama']"
22,Anupam Kher,Saurabh Shukla,2,"['Action|Comedy|Romance', 'Drama|Musical|Romance']"
23,Anupam Kher,Reema Lagoo,9,"['Drama|Romance', 'Comedy|Drama|Musical', 'Comedy|Romance', 'Comedy|Romance', 'Action|Comedy|Drama', 'Drama|Musical|Romance', 'Comedy|Drama|Musical', 'Action|Crime|Drama', 'Comedy']"
24,Anupam Kher,Nirupa Roy,1,['Action|Family']
25,Anupam Kher,Shashi Kapoor,2,"['Crime|Drama', 'Drama|Music|Romance']"
26,Anupam Kher,Sudhir,2,"['Action|Comedy|Drama', 'Action|Drama']"
27,Anupam Kher,Alok Nath,14,"['Drama|Family|Musical', 'Family', 'Comedy|Drama|Musical', 'Drama|Family', 'Action|Comedy|Crime', 'Action|Crime|Drama', 'Drama', 'Action|Drama|Romance', 'Romance', 'Drama|Romance', 'Action|Drama|Romance', 'Action|Crime|Drama', 'Action|Crime|Drama', 'Drama']"
28,Anupam Kher,Divya Dutta,3,"['Crime|Drama|Thriller', 'Drama|Family|Musical', 'Action|Comedy|Musical']"
29,Anupam Kher,Shivraj,1,['Action|Comedy|Crime']
30,Anupam Kher,Prem Chopra,11,"['Comedy', 'Drama', 'Drama|Musical|Romance', 'Drama|Family', 'Action|Crime|Drama', 'Action', 'Drama', 'Comedy|Drama|Romance', 'Action|Drama|Thriller', 'Action|Drama', 'Action|Crime|Drama']"
31,Anupam Kher,Sunder,1,['Action|Crime|Drama']
32,Anupam Kher,Amjad Khan,3,"['Horror|Mystery', 'Action|Drama|Music', 'Drama|Music|Romance']"
33,Anupam Kher,Sunil Shetty,8,"['Comedy|Romance', 'Comedy|Musical|Romance', 'Comedy|Drama|Romance', 'Comedy|Musical|Romance', 'Drama|Fantasy|Romance', 'Action|Drama', 'Action', 'Action|Comedy|Crime']"
34,Anupam Kher,Ajay Devgn,3,"['Action|Drama', 'Action|Comedy|Drama', 'Drama|Family|Musical']"
35,Anupam Kher,Shah Rukh Khan,12,"['Action|Comedy|Music', 'Drama|Romance', 'Comedy|Drama', 'Drama|Fantasy|Romance', 'Drama|Family|Musical', 'Drama|Musical|Romance', 'Comedy|Drama|Musical', 'Drama|Romance', 'Drama|Romance', 'Comedy', 'Action|Comedy|Drama', 'Drama|Romance|Thriller']"
36,Anupam Kher,Shammi,4,"['Comedy|Drama|Musical', 'Adventure|Comedy|Drama', 'Comedy|Drama|Romance', 'Action|Drama|Romance']"
37,Anupam Kher,Shakti Kapoor,31,"['Comedy', 'Comedy|Drama', 'Action|Adventure|Comedy', 'Comedy|Drama|Romance', 'Drama|Romance', 'Comedy|Romance', 'Drama|Romance', 'Drama|Romance', 'Action|Comedy|Drama', 'Action|Comedy|Drama', 'Drama|Musical|Romance', 'Action|Drama|Romance', 'Drama|Family', 'Action|Comedy|Crime', 'Comedy|Drama|Romance', 'Action', 'Comedy|Drama|Romance', 'Action|Drama|Thriller', 'Drama|Romance', 'Action|Drama', 'Action|Comedy|Drama', 'Action|Drama', 'Action|Drama', 'Horror|Mystery', 'Crime', 'Action|Family', 'Action|Drama|Romance', 'Action|Drama', 'Action|Drama', 'Action|Drama|Music', 'Action|Thriller']"
38,Anupam Kher,Deven Verma,4,"['Drama|Romance', 'Action|Drama', 'Action|Comedy|Drama', 'Comedy|Drama|Romance']"
39,Anupam Kher,Dina Pathak,5,"['Action|Drama|Thriller', 'Drama|Musical|Romance', 'Action|Drama|Romance', 'Action|Comedy|Crime', 'Action|Drama|Family']"
40,Anupam Kher,Akshay Kumar,18,"['Action|Thriller', 'Comedy|Drama', 'Action|Thriller', 'Comedy', 'Crime|Drama|Thriller', 'Comedy|Drama', 'Comedy|Drama', 'Drama|Musical|Romance', 'Action|Comedy|Romance', 'Action|Comedy|Drama', 'Action|Crime|Drama', 'Action|Comedy|Drama', 'Action|Comedy', 'Action|Drama', 'Action|Crime|Drama', 'Action|Drama|Romance', 'Action|Comedy|Crime', 'Drama|Romance']"
41,Anupam Kher,Bindu,8,"['Action|Drama', 'Action|Comedy|Drama', 'Comedy|Drama|Musical', 'Drama', 'Action', 'Action|Drama|Musical', 'Comedy', 'Action|Drama']"
42,Anupam Kher,Sharat Saxena,9,"['Action|Drama', 'Action|Comedy|Drama', 'Musical|Romance', 'Action|Comedy|Musical', 'Action|Drama', 'Drama', 'Action|Crime|Drama', 'Action|Drama', 'Action|Thriller']"
43,Anupam Kher,Irrfan Khan,2,"['Drama|Sci-Fi', 'Crime|Drama|Thriller']"
44,Anupam Kher,Birbal,7,"['Comedy', 'Comedy|Drama|Romance', 'Drama', 'Comedy|Romance', 'Romance', 'Comedy|Drama|Romance', 'Action|Adventure|Crime']"
45,Anupam Kher,Ranjeet,2,"['Family', 'Action|Drama|Romance']"
46,Anupam Kher,Helen,1,['Drama|Musical|Romance']
47,Anupam Kher,Shatrughan Sinha,3,"['Action|Comedy|Drama', 'Action|Comedy|Crime', 'Action|Crime|Drama']"
48,Anupam Kher,Rajendra Nath,1,['Action|Adventure|Crime']
49,Anupam Kher,Sanjay Dutt,13,"['Comedy|Romance', 'Action|Adventure|Comedy', 'Action|Drama|Thriller', 'Comedy|Romance', 'Action|Comedy|Romance', 'Action|Drama|Romance', 'Action|Crime|Drama', 'Action|Adventure|Crime', 'Action|Drama', 'Action|Crime|Drama', 'Action|Crime|Drama', 'Action|Crime|Drama', 'Action|Drama|Music']"
50,Anupam Kher,Vinod Khanna,7,"['Action|Comedy', 'Drama', 'Action|Comedy|Crime', 'Drama|Musical|Romance', 'Action|Drama', 'Action|Crime|Drama', 'Action|Drama']"
51,Anupam Kher,Rakhee Gulzar,4,"['Action|Drama', 'Action|Adventure|Crime', 'Drama|Family', 'Action|Drama|Musical']"
52,Anupam Kher,Naseeruddin Shah,8,"['Action|Thriller', 'Drama', 'Drama|Fantasy|Romance', 'Action', 'Drama|Romance', 'Mystery|Thriller', 'Action|Crime|Drama', 'Action|Adventure|Comedy']"
53,Anupam Kher,Beena Banerjee,15,"['Drama', 'Drama|Romance', 'Action|Drama', 'Comedy|Drama|Musical', 'Action|Comedy|Drama', 'Action|Comedy|Drama', 'Action|Comedy', 'Drama', 'Drama', 'Action|Drama', 'Drama|Musical|Romance', 'Action|Comedy|Drama', 'Drama|Thriller', 'Action|Drama|Music', 'Drama|Family|Romance']"
54,Anupam Kher,Mithun Chakraborty,8,"['Comedy|Drama|Thriller', 'Action|Thriller', 'Action|Drama', 'Drama', 'Action|Crime|Drama', 'Action|Crime|Drama', 'Action|Drama|Romance', 'Horror|Mystery']"
55,Anupam Kher,Sunny Deol,14,"['Action|Comedy|Drama', 'Action|Drama|Romance', 'Action|Drama', 'Action|Drama|Thriller', 'Action|Drama', 'Action|Drama|Romance', 'Action|Crime|Drama', 'Drama|Romance|Thriller', 'Drama', 'Action|Crime|Drama', 'Action|Comedy|Drama', 'Action|Adventure|Crime', 'Drama|Family|Fantasy', 'Action|Crime|Drama']"
56,Anupam Kher,Govinda,16,"['Comedy|Drama', 'Comedy|Drama|Romance', 'Comedy|Romance', 'Comedy|Fantasy', 'Action|Comedy|Romance', 'Action|Comedy|Musical', 'Comedy|Romance', 'Action', 'Family', 'Action|Crime|Drama', 'Drama', 'Action|Drama', 'Action|Comedy|Drama', 'Action|Crime|Drama', 'Crime', 'Action|Crime|Drama']"
57,Anupam Kher,Dinesh Hingoo,12,"['Drama|Romance', 'Action|Drama|Thriller', 'Drama|Musical|Romance', 'Family', 'Action|Drama', 'Drama', 'Comedy', 'Drama|Romance', 'Comedy|Drama|Romance', 'Comedy|Drama|Romance', 'Comedy|Drama|Romance', 'Drama|Thriller']"
58,Anupam Kher,Kulbhushan Kharbanda,10,"['Action|Crime|Drama', 'Drama|Musical|Romance', 'Action|Thriller', 'Drama', 'Romance', 'Action|Drama', 'Action|Adventure|Crime', 'Crime', 'Action|Drama', 'Drama|Music|Romance']"
59,Anupam Kher,Gulshan Grover,20,"['Action|Adventure|Comedy', 'Comedy|Musical|Romance', 'Action|Comedy|Romance', 'Action|Comedy|Crime', 'Comedy|Drama|Romance', 'Action|Crime|Drama', 'Action|Drama', 'Comedy|Drama|Romance', 'Action|Drama|Family', 'Drama|Family', 'Action|Drama|Musical', 'Action|Crime|Drama', 'Action|Crime|Drama', 'Drama|Family|Fantasy', 'Action|Crime|Drama', 'Action|Drama|Romance', 'Action|Drama', 'Action|Drama', 'Action', 'Action|Drama|Music']"
60,Anupam Kher,Tej Sapru,10,"['Drama|Romance', 'Family', 'Action|Crime|Drama', 'Comedy|Drama|Romance', 'Action|Crime|Drama', 'Action|Crime|Drama', 'Action|Drama', 'Crime', 'Drama|Thriller', 'Action']"
61,Anupam Kher,Shubha Khote,5,"['Comedy|Drama', 'Drama', 'Action|Comedy|Crime', 'Comedy|Romance', 'Adventure|Comedy|Drama']"
62,Anupam Kher,Salman Khan,15,"['Action|Drama|Musical', 'Action|Comedy|Romance', 'Action|Comedy', 'Comedy|Drama|Fantasy', 'Drama|Musical|Romance', 'Action|Crime|Drama', 'Comedy|Drama|Romance', 'Comedy|Drama|Romance', 'Comedy|Drama|Musical', 'Comedy|Drama|Romance', 'Action|Comedy|Drama', 'Comedy|Drama|Musical', 'Action|Comedy|Crime', 'Comedy|Drama|Romance', 'Comedy|Romance']"
63,Anupam Kher,Navin Nischol,6,"['Comedy|Crime|Drama', 'Comedy|Drama|Romance', 'Musical|Romance', 'Action|Drama', 'Action|Family', 'Action|Drama|Romance']"
64,Anupam Kher,Jagdish Raj,1,['Action|Drama']
65,Anupam Kher,Johnny Lever,17,"['Comedy|Romance', 'Action|Comedy|Drama', 'Fantasy', 'Action|Comedy|Romance', 'Comedy|Drama|Romance', 'Crime|Drama|Thriller', 'Drama|Romance', 'Comedy|Drama|Musical', 'Comedy|Drama|Romance', 'Action|Comedy|Drama', 'Comedy|Romance', 'Drama', 'Action', 'Action|Drama|Musical', 'Action|Drama', 'Action|Comedy|Drama', 'Action|Crime|Drama']"
66,Anupam Kher,Rajpal Yadav,9,"['Action|Comedy', 'Action|Comedy|Romance', 'Crime|Drama|Thriller', 'Comedy|Drama|Thriller', 'Comedy|Drama|Romance', 'Comedy|Mystery', 'Drama|Fantasy|Romance', 'Action|Crime|Drama', 'Drama|Romance']"
67,Anupam Kher,Satish Shah,10,"['Action|Romance', 'Drama|Romance', 'Drama|Romance', 'Action|Comedy|Drama', 'Drama|Romance', 'Comedy|Drama|Musical', 'Action|Drama|Romance', 'Drama|Family', 'Action|Crime|Drama', 'Action|Drama']"
68,Anupam Kher,Madhuri Dixit,18,"['Action|Comedy|Musical', 'Drama|Musical|Romance', 'Comedy|Drama|Musical', 'Action', 'Comedy|Drama|Romance', 'Action|Adventure|Crime', 'Action', 'Comedy|Drama|Romance', 'Comedy|Drama|Romance', 'Drama|Romance', 'Drama|Family', 'Action|Drama|Musical', 'Action|Crime|Drama', 'Action|Crime|Drama', 'Action|Crime|Drama', 'Action|Crime|Drama', 'Action|Drama|Romance', 'Action|Drama']"
69,Anupam Kher,Om Puri,9,"['Drama', 'Comedy|Romance', 'Action|Comedy', 'Comedy|Drama|Romance', 'Comedy|Drama', 'Comedy|Drama|Romance', 'Crime|Drama|Thriller', 'Action|Drama|Thriller', 'Drama|Musical|Romance']"
70,Anupam Kher,Jagdeep,5,"['Drama|Romance', 'Action|Adventure|Crime', 'Drama|Family|Fantasy', 'Horror|Mystery', 'Action']"
71,Anupam Kher,Rakesh Bedi,10,"['Comedy|Drama', 'Comedy|Drama|Romance', 'Drama|Romance', 'Action|Comedy|Musical', 'Drama|Romance', 'Drama|Musical|Romance', 'Action|Crime|Drama', 'Action|Comedy|Crime', 'Adventure|Comedy|Drama', 'Action|Crime|Drama']"
72,Anupam Kher,Amitabh Bachchan,11,"['Comedy|Drama|Fantasy', 'Drama|Fantasy|Romance', 'Action|Crime|Drama', 'Drama|Family|Musical', 'Drama|Musical|Romance', 'Action|Drama', 'Action|Comedy|Musical', 'Action|Crime|Drama', 'Action|Crime|Drama', 'Action|Crime|Drama', 'Action|Crime|Drama']"
73,Anupam Kher,A.K. Hangal,5,"['Action|Adventure|Animation', 'Action|Drama|Thriller', 'Action|Adventure|Crime', 'Action|Drama', 'Action|Crime|Drama']"
74,Anupam Kher,Sharmila Tagore,1,['Action|Drama|Romance']
75,Anupam Kher,Aruna Irani,19,"['Action|Comedy|Romance', 'Drama|Romance', 'Drama|Romance', 'Family', 'Drama|Family', 'Action|Crime|Drama', 'Action', 'Action|Crime|Drama', 'Action|Comedy|Crime', 'Action|Comedy|Crime', 'Comedy|Drama|Romance', 'Romance', 'Action|Comedy|Drama', 'Crime|Drama', 'Drama|Family|Fantasy', 'Horror|Mystery', 'Action|Crime|Drama', 'Drama|Thriller', 'Action']"
76,Anupam Kher,Himani Shivpuri,10,"['Drama|Romance', 'Comedy|Drama|Romance', 'Drama|Romance', 'Drama|Romance', 'Comedy|Drama|Musical', 'Comedy|Drama|Romance', 'Comedy|Romance', 'Drama|Musical|Romance', 'Drama|Romance', 'Comedy|Drama|Musical']"
77,Anupam Kher,Om Shivpuri,8,"['Action|Drama', 'Action|Comedy|Crime', 'Action|Drama', 'Action|Crime|Drama', 'Drama|Thriller', 'Action|Drama', 'Action|Drama', 'Action|Crime|Drama']"
78,Anupam Kher,Kader Khan,19,"['Musical', 'Comedy|Drama|Romance', 'Action|Comedy|Romance', 'Action|Drama', 'Action|Comedy|Drama', 'Action|Drama|Romance', 'Comedy', 'Action|Comedy|Crime', 'Comedy|Drama|Romance', 'Drama', 'Comedy|Drama|Romance', 'Action|Crime|Drama', 'Action|Comedy|Crime', 'Comedy|Drama|Romance', 'Action|Crime|Drama', 'Action|Crime|Drama', 'Action|Family', 'Action|Drama', 'Action']"
79,Anupam Kher,Utpal Dutt,1,['Drama|Family']
80,Anupam Kher,Jackie Shroff,19,"['Drama', 'Action|Comedy|Music', 'Action|Drama|Romance', 'Action|Drama', 'Action|Drama|Musical', 'Action|Adventure|Crime', 'Action|Drama|Musical', 'Action|Drama|Family', 'Action|Drama', 'Action|Drama|Musical', 'Action|Crime|Drama', 'Action|Adventure|Crime', 'Action|Crime|Drama', 'Drama|Family', 'Action|Drama', 'Action|Drama', 'Action|Adventure|Comedy', 'Action|Thriller', 'Drama|Family|Romance']"
81,Anupam Kher,Rajesh Khanna,2,"['Action|Adventure|Crime', 'Action|Drama|Romance']"
82,Anupam Kher,Kiran Kumar,15,"['Action|Comedy|Romance', 'Comedy|Drama|Romance', 'Comedy|Fantasy', 'Drama', 'Action', 'Action|Comedy|Crime', 'Action', 'Action', 'Mystery|Thriller', 'Action|Crime|Drama', 'Action|Crime|Drama', 'Action|Drama', 'Action|Adventure|Crime', 'Action|Drama|Romance', 'Action|Drama|Romance']"
83,Anupam Kher,Vikas Anand,7,"['Drama|Romance|Thriller', 'Action', 'Drama|Romance', 'Action|Crime|Drama', 'Drama|Family', 'Action|Crime|Drama', 'Action|Crime|Drama']"
84,Anupam Kher,Paintal,3,"['Drama|Musical|Romance', 'Action|Comedy', 'Crime|Drama']"
85,Anupam Kher,Dev Anand,2,"['Mystery|Thriller', 'Drama|Thriller']"
86,Anupam Kher,Yunus Parvez,8,"['Comedy|Drama|Romance', 'Action|Comedy|Crime', 'Drama', 'Drama|Family', 'Action|Crime|Drama', 'Crime|Drama', 'Drama|Family|Romance', 'Drama']"
87,Anupam Kher,Sadashiv Amrapurkar,9,"['Action|Thriller', 'Comedy', 'Action|Crime|Drama', 'Action|Comedy|Crime', 'Action', 'Action|Drama', 'Crime', 'Action|Crime|Drama', 'Action|Drama|Romance']"
88,Anupam Kher,Mohnish Bahl,9,"['Comedy|Drama', 'Comedy|Fantasy', 'Action|Romance', 'Drama', 'Drama|Romance', 'Comedy|Drama|Musical', 'Drama|Family', 'Action|Comedy|Crime', 'Drama']"
89,Anupam Kher,Dharmendra,8,"['Action|Comedy|Drama', 'Action|Crime|Drama', 'Action|Drama', 'Action|Drama|Thriller', 'Action|Drama', 'Crime', 'Action|Family', 'Action|Drama']"
90,Anupam Kher,Pran,2,"['Action|Drama|Musical', 'Action|Drama|Music']"
91,Anupam Kher,Achala Sachdev,2,"['Drama|Romance', 'Drama|Musical|Romance']"
92,Anupam Kher,Amrish Puri,21,"['Action|Crime|Drama', 'Action|Drama|Romance', 'Drama|Musical|Romance', 'Drama|Romance', 'Drama|Romance', 'Comedy|Romance', 'Action|Drama', 'Action|Comedy|Drama', 'Drama|Romance', 'Comedy', 'Comedy|Drama|Romance', 'Action|Crime|Drama', 'Action|Crime|Drama', 'Action', 'Action|Drama|Thriller', 'Action|Drama|Family', 'Action|Crime|Drama', 'Action|Drama', 'Action|Drama|Musical', 'Action|Crime|Drama', 'Action|Crime|Drama']"
93,Anupam Kher,Satyendra Kapoor,11,"['Drama|Musical|Romance', 'Action|Crime|Drama', 'Comedy|Drama|Romance', 'Comedy|Drama|Romance', 'Crime|Drama', 'Action|Crime|Drama', 'Action|Drama|Romance', 'Action|Crime|Drama', 'Drama|Thriller', 'Action|Drama', 'Action|Thriller']"
94,Anupam Kher,Saeed Jaffrey,12,"['Musical', 'Comedy|Drama|Romance', 'Comedy|Romance', 'Action|Comedy|Drama', 'Action|Comedy|Drama', 'Comedy|Drama|Romance', 'Action|Drama|Musical', 'Action|Comedy|Drama', 'Action|Drama|Romance', 'Drama|Family', 'Drama|Family|Romance', 'Drama']"
95,Anupam Kher,Govind Namdeo,4,"['Drama', 'Action|Crime|Drama', 'Action|Drama|Thriller', 'Drama|Musical|Romance']"
96,Anupam Kher,Manisha Koirala,6,"['Action|Drama', 'Action|Drama|Romance', 'Action|Drama|Romance', 'Action|Drama', 'Action|Drama|Musical', 'Action|Drama|Family']"
97,Anupam Kher,Danny Denzongpa,7,"['Action|Thriller', 'Action|Thriller', 'Action|Drama', 'Action|Drama|Musical', 'Action|Crime|Drama', 'Fantasy|Thriller', 'Action|Thriller']"
98,Anupam Kher,Brahmachari,3,"['Action|Crime|Drama', 'Action|Comedy|Drama', 'Action|Crime|Drama']"
99,Anupam Kher,Tiku Talsania,16,"['Comedy|Romance', 'Action|Drama|Thriller', 'Action|Crime|Drama', 'Action|Comedy|Drama', 'Drama|Romance', 'Comedy', 'Action|Comedy|Drama', 'Comedy|Drama|Romance', 'Comedy', 'Action|Drama', 'Action|Comedy|Crime', 'Comedy|Romance', 'Adventure|Comedy|Drama', 'Action|Crime|Drama', 'Action|Crime|Drama', 'Action|Drama']"
100,Anupam Kher,Lalita Pawar,1,['Action|Drama']
101,Anupam Kher,Shammi Kapoor,4,"['Comedy|Drama|Musical', 'Drama|Musical|Romance', 'Action|Drama|Thriller', 'Action|Drama']"
102,Anupam Kher,Mehmood,2,"['Action|Comedy|Crime', 'Drama|Family']"
103,Anupam Kher,Goga Kapoor,3,"['Action|Crime|Drama', 'Action|Crime|Drama', 'Action|Drama']"
104,Anupam Kher,Hema Malini,6,"['Drama|Family|Romance', 'Drama|Family|Musical', 'Family', 'Action|Crime|Drama', 'Drama|Romance', 'Action|Drama|Romance']"
105,Anupam Kher,Rishi Kapoor,12,"['Comedy|Drama', 'Drama|Romance', 'Comedy|Drama|Romance', 'Drama|Musical|Romance', 'Action|Comedy|Crime', 'Comedy|Drama|Romance', 'Drama', 'Drama', 'Comedy', 'Fantasy|Thriller', 'Drama|Musical|Romance', 'Action|Drama|Romance']"
106,Anupam Kher,Tanuja,3,"['Drama|Romance', 'Action|Drama|Romance', 'Crime']"
107,Anupam Kher,Mukri,1,['Drama|Family']
108,Anupam Kher,Shabana Azmi,1,['Comedy|Drama']
109,Anupam Kher,Mac Mohan,8,"['Family', 'Action|Drama', 'Comedy|Drama|Romance', 'Crime|Drama', 'Action|Adventure|Crime', 'Action|Drama', 'Action|Drama', 'Action|Thriller']"
110,Anupam Kher,Shreeram Lagoo,5,"['Mystery|Thriller', 'Action|Drama', 'Drama|Family', 'Action|Drama|Music', 'Drama|Thriller']"
111,Anupam Kher,Boman Irani,6,"['Action|Comedy|Music', 'Action|Crime|Drama', 'Comedy|Drama', 'Comedy|Crime|Drama', 'Drama', 'Drama|Family|Musical']"
112,Anupam Kher,Satish Kaushik,17,"['Thriller', 'Action|Adventure|Comedy', 'Comedy|Drama', 'Fantasy', 'Comedy|Fantasy', 'Drama|Romance', 'Action|Comedy|Romance', 'Drama|Romance', 'Action|Comedy|Musical', 'Musical|Romance', 'Drama|Musical|Romance', 'Drama', 'Drama|Romance', 'Action|Drama|Musical', 'Drama', 'Drama|Family', 'Crime|Drama']"
113,Anupam Kher,Saif Ali Khan,4,"['Musical|Romance', 'Drama|Romance', 'Action|Comedy|Drama', 'Action|Comedy|Drama']"
114,Anupam Kher,Parikshat Sahni,1,['Mystery|Thriller']
115,Anupam Kher,Leela Mishra,2,"['Action|Crime|Drama', 'Drama|Thriller']"
116,Anupam Kher,Manmohan Krishna,1,['Action|Drama|Romance']
117,Anupam Kher,Jeetendra,8,"['Drama', 'Action|Comedy|Drama', 'Action', 'Drama|Family', 'Drama', 'Fantasy|Thriller', 'Action|Family', 'Action|Drama']"
118,Anupam Kher,Sanjay Mishra,5,"['Action|Drama|Musical', 'Comedy|Drama', 'Action|Adventure|Comedy', 'Comedy|Crime|Drama', 'Comedy|Musical|Romance']"
119,Anupam Kher,Anil Kapoor,23,"['Drama|Romance', 'Drama|Romance', 'Comedy|Romance', 'Comedy|Romance', 'Drama|Family', 'Action|Drama|Musical', 'Comedy|Drama|Romance', 'Action|Drama|Musical', 'Action', 'Action|Drama', 'Comedy|Drama|Romance', 'Drama|Musical|Romance', 'Drama', 'Drama|Romance', 'Drama|Family', 'Action|Drama|Musical', 'Action|Crime|Drama', 'Action|Family', 'Action|Drama|Romance', 'Action|Drama|Romance', 'Crime|Drama', 'Action', 'Action|Adventure|Comedy']"
120,Anupam Kher,Vikram Gokhale,4,"['Action|Thriller', 'Drama|Family|Musical', 'Drama|Family', 'Mystery|Thriller']"
121,Anupam Kher,Tinnu Anand,7,"['Action|Adventure', 'Action|Comedy', 'Drama|Family|Romance', 'Drama|Romance', 'Comedy', 'Action|Comedy|Drama', 'Action|Crime|Drama']"
122,Anupam Kher,Razak Khan,6,"['Comedy|Mystery', 'Comedy|Fantasy', 'Drama|Romance', 'Action|Comedy|Romance', 'Action|Drama|Romance', 'Drama|Romance']"
123,Anupam Kher,Jimmy Sheirgill,4,"['Thriller', 'Crime|Drama|Thriller', 'Action|Crime|Drama', 'Drama|Musical|Romance']"
124,Anupam Kher,Anjana Mumtaz,9,"['Action|Comedy|Crime', 'Drama', 'Comedy|Drama|Romance', 'Drama', 'Drama|Romance', 'Action|Crime|Drama', 'Action|Crime|Drama', 'Drama|Family|Fantasy', 'Action|Drama|Romance']"
125,Anupam Kher,Ashok Kumar,2,"['Action|Drama', 'Action|Drama']"
126,Anupam Kher,Vinod Mehra,2,"['Horror|Mystery', 'Action|Drama']"
