,actor,collab,count,genres
3723,Dinesh Hingoo,Sanjeev Kumar,4,"['Comedy', 'Mystery|Thriller', 'Comedy|Musical|Romance', 'Drama']"
3724,Dinesh Hingoo,Asit Kumar Sen,1,['Comedy|Family|Musical']
3725,Dinesh Hingoo,Vikram Gokhale,3,"['Action|Drama|Romance', 'Action|Crime|Drama', 'Action|Comedy|Crime']"
3726,Dinesh Hingoo,Tinnu Anand,1,['Comedy|Drama']
3727,Dinesh Hingoo,Razak Khan,4,"['Action|Comedy|Musical', 'Action|Comedy|Crime', 'Comedy|Romance', 'Action|Drama|Romance']"
3728,Dinesh Hingoo,Jimmy Sheirgill,1,['Comedy|Drama|Romance']
3729,Dinesh Hingoo,Anjana Mumtaz,6,"['Comedy|Romance', 'Comedy|Drama', 'Drama', 'Drama|Romance', 'Drama|Musical|Romance', 'Drama|Family']"
3730,Dinesh Hingoo,Vinod Mehra,3,"['Action|Drama|Romance', 'Drama', 'Drama|Romance']"
3731,Dinesh Hingoo,Raj Babbar,7,"['Drama|Romance', 'Family', 'Action|Crime|Drama', 'Drama', 'Crime|Drama', 'Drama|Family', 'Drama']"
3732,Dinesh Hingoo,Ramesh Deo,3,"['Musical', 'Drama|Thriller', 'Drama|Family']"
3733,Dinesh Hingoo,Shivraj,1,['Action|Comedy|Drama']
3734,Kulbhushan Kharbanda,Avtar Gill,6,"['Action|Thriller', 'Action|Crime|Drama', 'Action|Drama|Thriller', 'Action|Thriller', 'Drama', 'Action']"
3735,Kulbhushan Kharbanda,Tabu,4,"['Action|Crime|Drama', 'Action|Comedy|Crime', 'Drama', 'Action|Crime|Drama']"
3736,Kulbhushan Kharbanda,Om Prakash,1,['Drama|Musical|Romance']
3737,Kulbhushan Kharbanda,Anjan Srivastav,4,"['Action|Adventure|Drama', 'Drama|Family|Romance', 'Action|Thriller', 'Drama']"
3738,Kulbhushan Kharbanda,Mushtaq Khan,3,"['Action|Drama|Romance', 'Action|Crime|Drama', 'Action|Crime|Drama']"
3739,Kulbhushan Kharbanda,Master Bhagwan,1,['Action|Drama']
3740,Kulbhushan Kharbanda,Juhi Chawla,5,"['Comedy|Drama|Musical', 'Action|Comedy|Drama', 'Drama', 'Drama|Musical', 'Action|Drama']"
3741,Kulbhushan Kharbanda,Rati Agnihotri,2,"['Action|Drama', 'Action|Drama']"
3742,Kulbhushan Kharbanda,Sunil Dutt,1,['Action|Adventure|Crime']
3743,Kulbhushan Kharbanda,Dalip Tahil,5,"['Drama|Romance|Thriller', 'Action|Drama|Musical', 'Action|Crime|Drama', 'Action|Drama', 'Action|Crime|Drama']"
3744,Kulbhushan Kharbanda,Ajit,1,['Action|Drama|Romance']
3745,Kulbhushan Kharbanda,Viju Khote,6,"['Action|Adventure|Drama', 'Action|Comedy|Drama', 'Action|Crime|Drama', 'Action', 'Action|Adventure|Crime', 'Crime']"
3746,Kulbhushan Kharbanda,Sushma Seth,7,"['Action|Thriller', 'Drama', 'Action|Drama', 'Drama|Musical|Romance', 'Drama|Musical|Romance', 'Action|Drama', 'Drama']"
3747,Kulbhushan Kharbanda,Sulochana Latkar,1,['Action']
3748,Kulbhushan Kharbanda,Suresh Oberoi,4,"['Action|Drama|Musical', 'Action|Crime|Drama', 'Drama|Romance', 'Action|Crime|Drama']"
3749,Kulbhushan Kharbanda,Ram Mohan,4,"['Action|Crime', 'Action|Crime|Drama', 'Drama', 'Drama|Romance']"
3750,Kulbhushan Kharbanda,Mohan Joshi,3,"['Action|Crime|Drama', 'Action|Crime|Drama', 'Action|Drama|Romance']"
3751,Kulbhushan Kharbanda,Saurabh Shukla,1,['Comedy|Drama|Romance']
3752,Kulbhushan Kharbanda,Reema Lagoo,7,"['Drama|Family|Musical', 'Drama|Romance|Thriller', 'Comedy|Drama|Musical', 'Drama|Romance', 'Horror|Music', 'Drama|Musical|Romance', 'Drama']"
3753,Kulbhushan Kharbanda,Nirupa Roy,1,['Drama|Musical']
3754,Kulbhushan Kharbanda,Shashi Kapoor,4,"['Drama|Mystery', 'Drama|Music|Romance', 'Drama', 'Action|Adventure|Crime']"
3755,Kulbhushan Kharbanda,Sudhir,2,"['Action', 'Drama|Family']"
3756,Kulbhushan Kharbanda,Alok Nath,6,"['Drama', 'Action|Crime|Drama', 'Romance', 'Action|Crime|Drama', 'Action|Drama|Western', 'Drama']"
3757,Kulbhushan Kharbanda,Divya Dutta,3,"['Drama|Romance', 'Drama|Romance', 'Action|Drama']"
3758,Kulbhushan Kharbanda,Amjad Khan,2,"['Action|Drama', 'Drama|Music|Romance']"
3759,Kulbhushan Kharbanda,Sunil Shetty,6,"['Drama|Romance', 'Action|Comedy|Crime', 'Drama', 'Action|Crime|Drama', 'Action|Drama|Romance', 'Action|Drama|Thriller']"
3760,Kulbhushan Kharbanda,Ajay Devgn,3,"['Comedy|Drama|Musical', 'Action|Thriller', 'Action|Drama|Romance']"
3761,Kulbhushan Kharbanda,Shah Rukh Khan,1,['Comedy|Drama|Musical']
3762,Kulbhushan Kharbanda,Shammi,3,"['Comedy', 'Drama|Romance', 'Drama']"
3763,Kulbhushan Kharbanda,Deven Verma,1,['Action|Thriller']
3764,Kulbhushan Kharbanda,Dina Pathak,6,"['Drama', 'Drama|Romance|Thriller', 'Drama|Musical|Romance', 'Drama', 'Drama', 'Drama']"
3765,Kulbhushan Kharbanda,Bindu,2,"['Drama|Musical|Romance', 'Action|Adventure|Crime']"
3766,Kulbhushan Kharbanda,Irrfan Khan,2,"['Action|Crime|Drama', 'Drama|Family|Romance']"
3767,Kulbhushan Kharbanda,Birbal,4,"['Drama', 'Romance', 'Drama|Romance', 'Action|Adventure|Crime']"
3768,Kulbhushan Kharbanda,Ranjeet,2,"['Action|Crime', 'Action']"
3769,Kulbhushan Kharbanda,Shatrughan Sinha,2,"['Action|Drama', 'Action|Adventure|Crime']"
3770,Kulbhushan Kharbanda,Rajendra Nath,7,"['Action|Crime|Drama', 'Action|Comedy|Drama', 'Action|Adventure|Crime', 'Action|Drama|Horror', 'Drama|Family', 'Action|Drama', 'Drama|Musical|Romance']"
3771,Kulbhushan Kharbanda,Vinod Khanna,2,"['Action|Comedy|Drama', 'Action|Drama']"
3772,Kulbhushan Kharbanda,Rakhee Gulzar,3,"['Action|Drama|Musical', 'Action|Crime|Drama', 'Action|Adventure|Crime']"
3773,Kulbhushan Kharbanda,Beena Banerjee,4,"['Drama|Romance', 'Action|Drama', 'Action|Drama|Romance', 'Action|Drama']"
3774,Kulbhushan Kharbanda,Govinda,3,"['Adventure|Family|Fantasy', 'Comedy', 'Crime']"
3775,Kulbhushan Kharbanda,Sunny Deol,10,"['Drama|Family|Musical', 'Drama|Romance|Thriller', 'Action|Romance', 'Crime|Drama', 'Drama', 'Action|Crime|Drama', 'Action|Crime|Drama', 'Action|Drama|Western', 'Action|Adventure|Crime', 'Action|Drama']"
3776,Kulbhushan Kharbanda,Johnny Walker,1,['Action|Adventure|Crime']
3777,Kulbhushan Kharbanda,Tej Sapru,4,"['Action|Crime|Drama', 'Drama|Romance', 'Action|Adventure|Drama', 'Crime']"
3778,Kulbhushan Kharbanda,Salman Khan,2,"['Action|Crime|Drama', 'Action|Drama']"
3779,Kulbhushan Kharbanda,Navin Nischol,2,"['Action|Crime|Drama', 'War']"
3780,Kulbhushan Kharbanda,Jagdish Raj,3,"['Action|Crime|Drama', 'Action|Drama', 'Action|Crime|Drama']"
3781,Kulbhushan Kharbanda,Rajpal Yadav,2,"['Comedy|Crime|Drama', 'Action|Crime|Drama']"
3782,Kulbhushan Kharbanda,Satish Shah,3,"['Action|Crime|Drama', 'Action|Drama|Horror', 'Action']"
3783,Kulbhushan Kharbanda,Madhuri Dixit,2,"['Drama|Romance', 'Action|Drama']"
3784,Kulbhushan Kharbanda,Rakesh Bedi,4,"['Drama|Romance|Thriller', 'Drama|Musical|Romance', 'Comedy|Drama|Musical', 'Drama|Family|Romance']"
3785,Kulbhushan Kharbanda,A.K. Hangal,6,"['Action|Comedy|Drama', 'Drama', 'Drama|Mystery', 'Drama|Musical|Romance', 'Action|Drama', 'Drama']"
3786,Kulbhushan Kharbanda,Sharmila Tagore,1,['Drama|Mystery']
3787,Kulbhushan Kharbanda,Himani Shivpuri,2,"['Drama|Romance', 'Action|Drama']"
3788,Kulbhushan Kharbanda,Om Shivpuri,2,"['Drama|Romance', 'Action']"
3789,Kulbhushan Kharbanda,Rajesh Khanna,3,"['Action|Adventure|Crime', 'Action|Drama', 'Action|Crime|Drama']"
3790,Kulbhushan Kharbanda,Vikas Anand,4,"['Comedy', 'Action|Crime|Drama', 'Drama|Family', 'Action|Crime|Drama']"
3791,Kulbhushan Kharbanda,Paintal,2,"['Drama|Musical|Romance', 'Action|Drama']"
3792,Kulbhushan Kharbanda,Dev Anand,1,['Action|Drama']
3793,Kulbhushan Kharbanda,Yunus Parvez,3,"['Action|Comedy|Drama', 'Drama|Family|Romance', 'Action|Crime|Drama']"
3794,Kulbhushan Kharbanda,Sadashiv Amrapurkar,8,"['Action|Crime', 'Action|Crime|Drama', 'Action|Thriller', 'Comedy', 'Action|Drama|Thriller', 'Action|Comedy|Drama', 'Action|Adventure|Drama', 'Crime']"
3795,Kulbhushan Kharbanda,Mohnish Bahl,2,"['Drama|Romance|Thriller', 'Action|Romance']"
3796,Kulbhushan Kharbanda,Jankidas,1,['Drama']
3797,Kulbhushan Kharbanda,Saeed Jaffrey,7,"['Action|Romance', 'War', 'Action|Drama', 'Action|Thriller', 'Drama|Musical|Romance', 'Drama|Musical|Romance', 'Comedy|Drama']"
3798,Kulbhushan Kharbanda,Govind Namdeo,2,"['Action|Crime|Drama', 'Action|Crime']"
3799,Kulbhushan Kharbanda,Manisha Koirala,2,"['Adventure|Family|Fantasy', 'Action|Crime|Drama']"
3800,Kulbhushan Kharbanda,Danny Denzongpa,5,"['Action|Biography|Drama', 'Action|Adventure|Drama', 'Action|Crime|Drama', 'Action|Crime|Drama', 'Action']"
3801,Kulbhushan Kharbanda,Brahmachari,2,"['Action|Comedy|Drama', 'Action|Crime|Drama']"
3802,Kulbhushan Kharbanda,Tiku Talsania,6,"['Comedy|Drama|Musical', 'Action|Adventure|Comedy', 'Action|Comedy|Drama', 'Comedy', 'Drama|Family|Romance', 'Action|Drama|Romance']"
3803,Kulbhushan Kharbanda,Lalita Pawar,1,['Action|Drama']
3804,Kulbhushan Kharbanda,Shammi Kapoor,2,"['Action|Drama', 'Drama|Musical|Romance']"
3805,Kulbhushan Kharbanda,Goga Kapoor,1,['Action|Romance']
3806,Kulbhushan Kharbanda,Hema Malini,3,"['War', 'Action', 'Drama']"
3807,Kulbhushan Kharbanda,Tanuja,5,"['Action|Crime|Drama', 'Crime', 'Action|Drama', 'Action|Drama', 'Drama|Musical|Romance']"
3808,Kulbhushan Kharbanda,Shabana Azmi,7,"['Drama|Romance', 'Drama|Romance', 'Drama', 'Drama', 'Comedy|Drama', 'Drama|Romance', 'Crime|Drama']"
3809,Kulbhushan Kharbanda,Mac Mohan,5,"['Action|Romance', 'Action|Crime|Drama', 'Action', 'Action|Adventure|Crime', 'Action|Crime|Drama']"
3810,Kulbhushan Kharbanda,Boman Irani,1,['Comedy|Drama|Romance']
3811,Kulbhushan Kharbanda,Satish Kaushik,2,"['Drama|Musical|Romance', 'Drama']"
3812,Kulbhushan Kharbanda,Saif Ali Khan,1,['Action|Crime|Drama']
3813,Kulbhushan Kharbanda,Parikshat Sahni,3,"['Comedy|Drama|Romance', 'Drama|Romance', 'Action|Drama|Romance']"
3814,Kulbhushan Kharbanda,Sanjay Mishra,3,"['Comedy', 'Comedy|Drama|Romance', 'Action|Drama|Thriller']"
3815,Kulbhushan Kharbanda,Anil Kapoor,3,"['Action|Comedy|Drama', 'Action|Drama|Western', 'Action|Drama']"
3816,Kulbhushan Kharbanda,Sanjeev Kumar,1,['Action|Drama']
3817,Kulbhushan Kharbanda,Tinnu Anand,4,"['Action|Adventure|Drama', 'Action|Drama|Romance', 'Action|Drama', 'Drama|Musical']"
3818,Kulbhushan Kharbanda,Jimmy Sheirgill,3,"['Comedy|Drama|Romance', 'Drama|Romance', 'Action|Crime|Drama']"
3819,Kulbhushan Kharbanda,Anjana Mumtaz,6,"['Action|Crime|Drama', 'Action|Romance', 'Drama', 'Action|Drama|Romance', 'Drama|Romance', 'Drama']"
3820,Kulbhushan Kharbanda,Vinod Mehra,1,['Action|Drama']
3821,Kulbhushan Kharbanda,Raj Babbar,9,"['Adventure|Family|Fantasy', 'Action|Crime|Drama', 'Action|Crime|Drama', 'Action|Crime|Drama', 'Action|Thriller', 'Drama', 'Action', 'Drama|Family', 'Drama']"
3822,Viju Khote,Avtar Gill,2,"['Comedy|Romance', 'Action|Drama']"
3823,Viju Khote,Anjan Srivastav,6,"['Crime|Drama', 'Comedy|Drama|Sport', 'Action|Adventure|Drama', 'Action|Drama|Thriller', 'Action|Romance', 'Action|Comedy|Crime']"
3824,Viju Khote,Mushtaq Khan,3,"['Action', 'Action', 'Action|Drama|Romance']"
3825,Viju Khote,Master Bhagwan,6,"['Action|Drama', 'Drama', 'Drama|Family|Romance', 'Action|Comedy|Drama', 'Action|Crime|Drama', 'Crime']"
3826,Viju Khote,Pinchoo Kapoor,12,"['Action|Comedy|Drama', 'Drama', 'Fantasy|Romance', 'Action|Drama|Thriller', 'Comedy|Drama|Romance', 'Comedy|Thriller', 'Action|Musical|Romance', 'Drama|Family|Romance', 'Action|Crime|Drama', 'Action|Adventure', 'Mystery', 'Drama|Romance|Thriller']"
3827,Viju Khote,Juhi Chawla,2,"['Action|Comedy|Drama', 'Action|Crime|Drama']"
3828,Viju Khote,Rati Agnihotri,4,"['Romance', 'Drama|Musical|Romance', 'Action|Crime|Drama', 'Action|Comedy|Crime']"
3829,Viju Khote,Sujit Kumar,2,"['Comedy|Thriller', 'Drama|Romance|Thriller']"
3830,Viju Khote,Tun Tun,1,['Comedy|Fantasy|Romance']
3831,Viju Khote,Dalip Tahil,4,"['Drama|Musical|Romance', 'Action', 'Action|Drama|Musical', 'Action|Crime|Drama']"
3832,Viju Khote,Ajit,1,['Drama']
3833,Viju Khote,Sushma Seth,4,"['Action', 'Drama|Romance', 'Fantasy|Romance', 'Action']"
3834,Viju Khote,Sulochana Latkar,6,"['Action|Drama|Romance', 'Drama', 'Action|Comedy|Drama', 'Action|Comedy|Drama', 'Comedy|Fantasy|Romance', 'Action|Comedy|Drama']"
3835,Viju Khote,Suresh Oberoi,1,['Comedy|Drama|Romance']
3836,Viju Khote,Ram Mohan,9,"['Drama', 'Action|Drama|Musical', 'Action', 'Action|Drama|Thriller', 'Action|Comedy|Drama', 'Action', 'Action|Adventure', 'Action|Drama', 'Drama|Family|Musical']"
3837,Viju Khote,Mohan Joshi,1,['Action|Comedy']
3838,Viju Khote,Saurabh Shukla,1,['Biography|Drama']
3839,Viju Khote,Reema Lagoo,3,"['Action', 'Action', 'Action|Drama']"
3840,Viju Khote,Nirupa Roy,4,"['Drama|Fantasy', 'Action|Crime|Drama', 'Drama|Romance|Thriller', 'Action|Drama|Family']"
3841,Viju Khote,Shashi Kapoor,2,"['Action|Crime|Drama', 'Action|Crime|Drama']"
3842,Viju Khote,Sudhir,1,['Action']
3843,Viju Khote,Kamal Kapoor,4,"['Action|Drama', 'Action', 'Comedy|Fantasy|Romance', 'Action|Comedy|Thriller']"
3844,Viju Khote,Alok Nath,3,"['Action|Romance|Thriller', 'Action', 'Action|Crime|Drama']"
3845,Viju Khote,Sunder,4,"['Action', 'Comedy|Thriller', 'Action|Crime|Drama', 'Drama|Family|Musical']"
3846,Viju Khote,Amjad Khan,8,"['Drama', 'Action', 'Drama|Fantasy', 'Drama', 'Action|Drama', 'Mystery', 'Action|Comedy|Drama', 'Romance|Thriller']"
3847,Viju Khote,Sunil Shetty,2,"['Action|Comedy', 'Action|Comedy|Crime']"
3848,Viju Khote,Ajay Devgn,1,['Crime|Drama']
3849,Viju Khote,Shammi,5,"['Comedy|Drama|Romance', 'Crime|Thriller', 'Action|Drama', 'Romance', 'Drama']"
3850,Viju Khote,Deven Verma,4,"['Comedy|Family|Romance', 'Comedy|Drama|Romance', 'Action|Drama', 'Action|Drama']"
3851,Viju Khote,Dina Pathak,2,"['Crime|Drama', 'Drama']"
3852,Viju Khote,Bindu,2,"['Drama|Fantasy', 'Crime']"
3853,Viju Khote,Birbal,19,"['Action', 'Comedy|Drama|Romance', 'Action|Adventure|Crime', 'Drama', 'Drama', 'Action', 'Action|Drama', 'Action|Comedy|Crime', 'Romance', 'Action|Drama', 'Drama', 'Romance|Thriller', 'Action|Musical|Romance', 'Drama', 'Action|Crime|Drama', 'Action|Comedy|Drama', 'Action|Crime|Drama', 'Action|Adventure', 'Action|Comedy|Drama']"
3854,Viju Khote,Ranjeet,7,"['Action', 'Drama', 'Drama|Family', 'Action|Comedy|Drama', 'Comedy|Fantasy|Romance', 'Action|Crime|Drama', 'Action|Drama']"
3855,Viju Khote,Shatrughan Sinha,3,"['Action|Crime|Drama', 'Action|Comedy|Drama', 'Family']"
3856,Viju Khote,Rajendra Nath,3,"['Action|Adventure|Crime', 'Drama', 'Action|Comedy|Drama']"
3857,Viju Khote,Nasir Hussain,2,"['Action', 'Action|Crime|Drama']"
3858,Viju Khote,Vinod Khanna,2,"['Action|Drama', 'Action|Comedy|Thriller']"
3859,Viju Khote,Rakhee Gulzar,1,['Family']
3860,Viju Khote,Beena Banerjee,2,"['Action|Comedy', 'Action|Drama|Romance']"
3861,Viju Khote,Govinda,6,"['Comedy|Romance', 'Drama', 'Action|Comedy|Drama', 'Crime', 'Action|Crime|Drama', 'Drama']"
3862,Viju Khote,Sunny Deol,3,"['Action|Drama|Thriller', 'Action|Crime|Drama', 'Action|Adventure|Crime']"
3863,Viju Khote,Brahm Bhardwaj,3,"['Comedy|Thriller', 'Action|Drama|Family', 'Crime|Drama|Mystery']"
3864,Viju Khote,Johnny Walker,1,['Comedy|Fantasy|Romance']
3865,Viju Khote,Tej Sapru,4,"['Action|Crime|Drama', 'Action|Comedy|Drama', 'Drama', 'Crime']"
3866,Viju Khote,Shubha Khote,7,"['Comedy|Drama|Family', 'Action|Comedy|Crime', 'Drama|Romance', 'Action|Drama', 'Action|Comedy|Crime', 'Action|Drama|Musical', 'Drama|Mystery|Thriller']"
3867,Viju Khote,Salman Khan,3,"['Romance', 'Comedy|Drama|Sport', 'Comedy|Family|Romance']"
3868,Viju Khote,Navin Nischol,1,['Action|Crime|Drama']
3869,Viju Khote,Jagdish Raj,7,"['Action', 'Action|Drama|Thriller', 'Action', 'Drama|Mystery|Thriller', 'Drama|Romance|Thriller', 'Action|Drama|Family', 'Action|Comedy|Thriller']"
3870,Viju Khote,Satish Shah,3,"['Action|Crime|Drama', 'Action|Crime|Drama', 'Action|Crime|Drama']"
3871,Viju Khote,Madhuri Dixit,2,"['Comedy|Drama|Romance', 'Action|Crime|Drama']"
3872,Viju Khote,Rakesh Bedi,5,"['Action|Comedy|Crime', 'Drama|Romance', 'Action|Crime|Drama', 'Action|Crime|Drama', 'Action|Crime|Drama']"
3873,Viju Khote,A.K. Hangal,6,"['Comedy|Drama|Family', 'Action|Thriller', 'Action|Drama', 'Comedy|Drama|Romance', 'Comedy|Musical|Romance', 'Action|Drama|Family']"
3874,Viju Khote,Mohan Choti,4,"['Action|Crime|Drama', 'Action|Drama', 'Action|Comedy|Drama', 'Crime']"
3875,Viju Khote,Om Shivpuri,5,"['Action|Crime|Drama', 'Action|Drama', 'Drama', 'Romance|Thriller', 'Action|Crime|Drama']"
3876,Viju Khote,Utpal Dutt,4,"['Drama|Romance', 'Comedy', 'Action|Drama|Thriller', 'Drama|Family']"
3877,Viju Khote,Rajesh Khanna,6,"['Action|Adventure|Crime', 'Action|Drama', 'Comedy|Fantasy|Romance', 'Action|Comedy|Drama', 'Drama|Romance|Thriller', 'Action|Comedy|Thriller']"
3878,Viju Khote,Vikas Anand,4,"['Drama', 'Action|Drama', 'Drama', 'Mystery']"
3879,Viju Khote,Paintal,9,"['Comedy|Drama', 'Action|Crime|Drama', 'Romance', 'Drama|Family|Romance', 'Action|Adventure', 'Comedy|Musical|Romance', 'Action|Comedy|Drama', 'Action|Drama|Family', 'Family']"
3880,Viju Khote,Yunus Parvez,8,"['Action|Comedy|Drama', 'Action|Comedy|Crime', 'Action|Drama|Romance', 'Action|Crime|Drama', 'Action', 'Action', 'Action|Drama', 'Action|Comedy|Drama']"
3881,Viju Khote,Sadashiv Amrapurkar,7,"['Crime|Drama', 'Crime|Thriller', 'Action|Comedy|Crime', 'Action', 'Crime', 'Drama', 'Action|Crime|Drama']"
3882,Viju Khote,Mohnish Bahl,3,"['Comedy|Drama|Family', 'Action|Crime|Drama', 'Action|Drama|Musical']"
3883,Viju Khote,Jankidas,7,"['Drama', 'Action|Drama', 'Action|Comedy|Crime', 'Comedy|Drama|Romance', 'Drama', 'Action|Comedy|Drama', 'Action|Comedy|Drama']"
3884,Viju Khote,Saeed Jaffrey,3,"['Action', 'Comedy|Drama|Romance', 'Action|Thriller']"
3885,Viju Khote,Danny Denzongpa,8,"['Action|Adventure|Drama', 'Action|Drama|Thriller', 'Action|Romance', 'Action', 'Action|Crime|Drama', 'Action', 'Crime|Thriller', 'Drama|Family']"
3886,Viju Khote,Jeevan,3,"['Action|Comedy|Drama', 'Drama|Romance|Thriller', 'Action|Comedy|Drama']"
3887,Viju Khote,Brahmachari,2,"['Crime|Thriller', 'Action']"
3888,Viju Khote,Tiku Talsania,3,"['Action|Comedy|Drama', 'Comedy|Family|Romance', 'Action|Comedy|Crime']"
3889,Viju Khote,Pradeep Kumar,1,['Mystery']
3890,Viju Khote,Lalita Pawar,2,"['Drama|Family|Romance', 'Comedy|Fantasy|Romance']"
3891,Viju Khote,Shammi Kapoor,3,"['Action', 'Action|Drama', 'Comedy|Fantasy|Romance']"
3892,Viju Khote,Mehmood,2,"['Comedy|Family|Romance', 'Drama']"
3893,Viju Khote,Anwar Hussain,5,"['Action|Comedy|Drama', 'Action|Comedy|Drama', 'Crime', 'Action|Comedy|Drama', 'Crime|Drama|Mystery']"
3894,Viju Khote,Goga Kapoor,1,['Action|Crime|Drama']
3895,Viju Khote,Hema Malini,5,"['Action|Drama', 'Drama', 'Action|Comedy|Drama', 'Action|Drama', 'Action|Comedy|Drama']"
3896,Viju Khote,Tanuja,4,"['Drama|Romance', 'Crime', 'Action|Comedy|Drama', 'Drama|Family|Musical']"
3897,Viju Khote,Mukri,6,"['Action|Comedy|Drama', 'Action|Comedy|Crime', 'Comedy|Drama|Romance', 'Action|Crime|Drama', 'Comedy|Fantasy|Romance', 'Crime|Drama|Mystery']"
3898,Viju Khote,Shabana Azmi,2,"['Action|Drama', 'Drama|Family']"
3899,Viju Khote,Mac Mohan,7,"['Comedy|Drama|Sport', 'Action', 'Horror', 'Action|Adventure|Crime', 'Crime|Thriller', 'Action|Musical|Romance', 'Drama']"
3900,Viju Khote,Shreeram Lagoo,8,"['Crime|Drama', 'Drama', 'Action|Drama|Musical', 'Drama|Family', 'Action|Drama', 'Mystery', 'Romance|Thriller', 'Drama|Family']"
3901,Viju Khote,Satish Kaushik,2,"['Comedy|Romance', 'Action|Thriller']"
3902,Viju Khote,Raj Mehra,2,"['Drama', 'Drama']"
3903,Viju Khote,Saif Ali Khan,2,"['Action|Comedy', 'Action']"
3904,Viju Khote,Agha,1,['Mystery']
3905,Viju Khote,Manmohan Krishna,3,"['Drama', 'Comedy|Thriller', 'Drama|Family|Musical']"
3906,Viju Khote,Sanjay Mishra,1,['Crime|Drama']
3907,Viju Khote,Anil Kapoor,2,"['Action|Comedy|Drama', 'Action|Crime|Drama']"
3908,Viju Khote,Sanjeev Kumar,5,"['Comedy', 'Action|Drama', 'Drama|Family', 'Mystery', 'Crime|Drama|Mystery']"
3909,Viju Khote,Asit Kumar Sen,1,['Drama|Romance']
3910,Viju Khote,Vikram Gokhale,1,['Biography|Drama']
3911,Viju Khote,Tinnu Anand,5,"['Comedy|Drama|Family', 'Comedy|Romance', 'Action', 'Action|Adventure|Drama', 'Action|Drama|Thriller']"
3912,Viju Khote,Razak Khan,1,['Action|Romance|Thriller']
3913,Viju Khote,Anjana Mumtaz,6,"['Comedy|Drama|Sport', 'Drama', 'Drama|Romance', 'Action|Drama|Musical', 'Action', 'Drama']"
3914,Viju Khote,Vinod Mehra,3,"['Crime|Drama', 'Action', 'Drama|Romance']"
3915,Viju Khote,Raj Babbar,7,"['Action|Romance', 'Crime|Thriller', 'Drama', 'Comedy', 'Drama', 'Romance', 'Drama']"
3916,Viju Khote,Ramesh Deo,1,['Drama']
3917,Viju Khote,Shivraj,4,"['Action|Comedy|Crime', 'Drama|Family', 'Drama|Family|Musical', 'Mystery']"
3918,Raj Babbar,Avtar Gill,5,"['Comedy', 'Drama', 'Action|Thriller', 'Drama', 'Drama|Thriller']"
3919,Raj Babbar,Om Prakash,1,['Drama|Family']
3920,Raj Babbar,Anjan Srivastav,3,"['Action|Romance', 'Action|Drama', 'Action|Thriller']"
3921,Raj Babbar,Mushtaq Khan,2,"['Action|Crime|Drama', 'Action|Crime|Drama']"
3922,Raj Babbar,Master Bhagwan,1,['Drama']
3923,Raj Babbar,Pinchoo Kapoor,2,"['Drama', 'Crime|Drama']"
3924,Raj Babbar,Juhi Chawla,1,['Action|Comedy|Drama']
3925,Raj Babbar,Rati Agnihotri,4,"['Comedy', 'Drama|Family', 'Drama|Romance', 'Drama|Musical']"
3926,Raj Babbar,Sujit Kumar,3,"['Action|Drama|Family', 'Drama|Romance', 'Crime|Drama']"
3927,Raj Babbar,Dalip Tahil,6,"['Action|Drama|Mystery', 'Action|Crime|Drama', 'Action|Thriller', 'Action|Drama', 'Comedy', 'Action|Crime|Drama']"
3928,Raj Babbar,David Abraham,1,['Action|Crime|Drama']
3929,Raj Babbar,Sushma Seth,6,"['Action|Drama', 'Action|Thriller', 'Drama', 'Adventure|Mystery|Thriller', 'Drama|Family', 'Drama']"
3930,Raj Babbar,Sulochana Latkar,2,"['Drama|Romance', 'Drama|Family']"
3931,Raj Babbar,Suresh Oberoi,5,"['Action|Drama|Mystery', 'Action|Crime|Drama', 'Action|Thriller', 'Drama|Romance', 'Drama|Musical']"
3932,Raj Babbar,Ram Mohan,3,"['Action|Crime|Drama', 'Action|Drama', 'Action|Drama']"
3933,Raj Babbar,Mohan Joshi,2,"['Action|Crime|Drama', 'Action|Comedy|Crime']"
3934,Raj Babbar,Reema Lagoo,2,"['Action|Crime|Drama', 'Drama']"
3935,Raj Babbar,Shashi Kapoor,3,"['Crime|Drama', 'Action|Crime|Drama', 'Drama']"
3936,Raj Babbar,Sudhir,2,"['Drama|Family', 'Drama|Musical']"
3937,Raj Babbar,Alok Nath,6,"['Drama|Romance', 'Comedy', 'Action|Crime|Drama', 'Family', 'Action|Drama', 'Action|Crime|Drama']"
3938,Raj Babbar,Sunder,1,['Drama|Family']
3939,Raj Babbar,Amjad Khan,6,"['Comedy', 'Drama', 'Drama', 'Action|Drama', 'Drama', 'Action|Crime|Drama']"
3940,Raj Babbar,Sunil Shetty,1,['Action|Crime|Drama']
3941,Raj Babbar,Ajay Devgn,2,"['Action|Biography|Drama', 'Action|Drama|Romance']"
3942,Raj Babbar,Shah Rukh Khan,1,['Drama|Mystery|Romance']
3943,Raj Babbar,Shammi,4,"['Family|Romance', 'Action|Drama|Romance', 'Comedy', 'Romance']"
3944,Raj Babbar,Deven Verma,5,"['Comedy', 'Comedy', 'Comedy', 'Action|Crime|Drama', 'Drama']"
3945,Raj Babbar,Dina Pathak,7,"['Action|Drama|Musical', 'Action|Thriller', 'Comedy', 'Drama', 'Drama|Romance', 'Romance', 'Drama|Musical']"
