imdb_id,poster_path,original_title,year_of_release,runtime,genres,imdb_rating,imdb_votes,actors,wins_nominations,release_date
tt0114234,https://upload.wikimedia.org/wikipedia/en/thumb/c/c8/Rangeela_poster.jpg/220px-Rangeela_poster.jpg,Rangeela,1995,142,Comedy|Drama|Musical,7.5,8440,Urmila Matondkar|Aamir Khan|Jackie Shroff|Gulshan Grover|Avtar Gill|Achyut Potdar|Reema Lagoo|Ram Mohan|Shammi|Shefali Shah|Rajesh Joshi|Suman|Tarun|Rajeev Mehta|,6 wins & 7 nominations,8 September 1995 (India)
tt0114231,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Ram_Jaane.jpg/220px-Ram_Jaane.jpg,Ram Jaane,1995,122,Action|Crime|Drama,5.4,3434,Shah Rukh Khan|Juhi Chawla|Vivek Mushran|Pankaj Kapur|Puneet Issar|Tinnu Anand|Deven Verma|Gulshan Grover|Amrit Pal|Arun Bali|G.P. Singh|Kishore Bhatt|Chandu Parkhi|Brownie Parasher|,1 win,24 November 1995 (India)
tt0114232,https://upload.wikimedia.org/wikipedia/en/thumb/5/5e/RamShastra.jpg/220px-RamShastra.jpg,Ram Shastra,1995,\N,Action|Drama,4.2,60,Jackie Shroff|Manisha Koirala|Deepti Bhatnagar|Aditya Pancholi|Anupam Kher|Mukesh Rishi|,,10 November 1995 (India)
tt0318607,https://upload.wikimedia.org/wikipedia/en/thumb/f/f6/Raasaiyya.jpg/220px-Raasaiyya.jpg,Raasaiyya,1995,\N,Comedy|Drama,5.1,168,Prabhu Deva|Roja|M.N. Nambiar|Vadivelu|Vinuchakravarthy|Thyagu|Thalaivasal Vijay|Hemant Ravan|R. Sundarajan|Radhika Sarathkumar|,,
tt0347722,https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Paappi_Devataa.jpg/220px-Paappi_Devataa.jpg,Paappi Devataa,1995,\N,Action|Drama,4.8,41,Dharmendra|Jeetendra|Jaya Prada|Madhuri Dixit|Roopesh Kumar|Amrish Puri|Sharat Saxena|Satyendra Kapoor|Rakesh Bedi|Gurbachan Singh|Yunus Parvez|Shail Chaturvedi|Urmila Bhatt|Birbal|,,
tt0114316,,Saajan Ki Baahon Mein,1995,\N,Drama|Family|Romance,3.9,55,Rishi Kapoor|Raveena Tandon|Sumeet Saigal|Tabu|Prem Chopra|Saeed Jaffrey|Deven Verma|Laxmikant Berde|Anand Balraj|Pran|Sameer|Rumi Jaffery|Navneet Nishan|Ramna Wadhawan|,,
tt0274764,,Rock Dancer,1995,168,Crime|Drama|Musical,4.3,40,Kamal Sadanah|Ritu Shivpuri|Ronit Roy|Shammi Kapoor|Sharon Prabhakar|Javed Jaffrey|Anoop Kumar|Johnny Lever|Bappa Lahiri|Paintal|Jalal Agha|Sudhir|Baby Gazala|Mac Mohan|,,3 November 1995 (India)
tt0114236,https://upload.wikimedia.org/wikipedia/en/thumb/5/52/RavanRaajfilm.jpg/220px-RavanRaajfilm.jpg,Ravan Raaj: A True Story,1995,153,Action|Crime|Thriller,7.1,90,Ishrat Ali|Mithun Chakraborty|Jack Gaud|Harish|Shakti Kapoor|Johnny Lever|Madhoo|Alok Nath|Aditya Pancholi|Harish Patel|Paresh Rawal|Ghanshyam Rohera|Tej Sapru|,,23 June 1995 (India)
tt0395748,,Sauda,1995,\N,Romance,4.7,20,Sumeet Saigal|Neelam Kothari|Vikas Bhalla|Saeed Jaffrey|Dalip Tahil|Kiran Kumar|,,
tt0343048,https://upload.wikimedia.org/wikipedia/en/thumb/0/04/Surakshaa199film.jpg/220px-Surakshaa199film.jpg,Surakshaa,1995,148,Action|Romance|Thriller,4.2,156,Saif Ali Khan|Aditya Pancholi|Sunil Shetty|Sheeba|Divya Dutta|Monica Bedi|Mukesh Rishi|Kader Khan|Tinnu Anand|Arun Bakshi|,,
tt0135666,https://upload.wikimedia.org/wikipedia/en/thumb/d/dc/Takkar_1995.jpg/220px-Takkar_1995.jpg,Takkar,1995,143,Action|Crime|Drama,4.6,162,Naseeruddin Shah|Sunil Shetty|Sonali Bendre|Shafi Inamdar|Ishrat Ali|Mohan Joshi|Rakesh Bedi|Pramod Moutho|Tiku Talsania|Mukhtar Khan|Sameer Khakhar|Himani Shivpuri|Archana Puran Singh|Ajit Vachani|,,14 July 1995 (India)
tt0114615,https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/Taqdeerwala.jpg/220px-Taqdeerwala.jpg,Taqdeerwala,1995,162,Action|Comedy|Fantasy,6.6,313,Venkatesh Daggubati|Raveena Tandon|Asrani|Laxmikant Berde|Satyendra Kapoor|Dinesh Hingoo|Rakesh Pandey|Reema Lagoo|Tisca Chopra|Shashi Kiran|Ghanshyam Rohera|Chitti Babu|Ashok Kumar|Jenny|,1 win,5 May 1995 (India)
tt0395746,,Sanjay,1995,\N,Crime,3.9,14,Ayub Khan|Shakti Kapoor|Sakshi Shivanand|Sadashiv Amrapurkar|Goga Kapoor|Mukesh Rishi|Latika Shukla|Anchana|Brij Gopal|Master Gibram|,,
tt0114317,https://upload.wikimedia.org/wikipedia/en/2/28/SabseBadaKhiladi.jpg,Sabse Bada Khiladi,1995,162,Action|Crime|Thriller,6,4111,Akshay Kumar|Mamta Kulkarni|Mohnish Bahl|Avtar Gill|Anjana Mumtaz|Anil Nagrath|Arun Bali|Kishore Anand Bhanushali|Sudhir Dalvi|Dina Pathak|Vishwajeet Pradhan|S. Rawat|Gulshan Grover|,,9 June 1995 (India)
tt0337625,https://upload.wikimedia.org/wikipedia/en/thumb/5/50/The_Gambler_%281995_film%29.jpg/220px-The_Gambler_%281995_film%29.jpg,Gambler,1995,169,Action|Comedy|Crime,5.1,298,Govinda|Shilpa Shetty Kundra|Aditya Pancholi|Gulshan Grover|Mohan Joshi|Johnny Lever|Tinnu Anand|Rohini Hattangadi|Raj Babbar|Saeed Jaffrey|,,8 December 1995 (India)
tt0115009,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Yaraana_%281995_film%29.jpg/220px-Yaraana_%281995_film%29.jpg,Yaraana,1995,125,Action|Drama|Musical,4.7,287,Rishi Kapoor|Madhuri Dixit|Raj Babbar|Kader Khan|Shakti Kapoor|Anil Dhawan|Tej Sapru|Satish Kaul|Vikas Anand|Brij Gopal|Babbanlal Yadav|Dina Pathak|Sulabha Deshpande|Sadashiv Amrapurkar|,1 win & 1 nomination,20 October 1995 (India)
tt0395802,https://upload.wikimedia.org/wikipedia/en/thumb/7/78/Veergati.jpg/220px-Veergati.jpg,Veergati,1995,166,Action|Drama,5.3,771,Salman Khan|Atul Agnihotri|Sudesh Berry|Pooja Dadwal|Divya Dutta|Kulbhushan Kharbanda|Saeed Jaffrey|Farida Jalal|Rohini Hattangadi|Himani Shivpuri|Pramod Moutho|Sudhir Pandey|Arif Khan|Tinnu Anand|,,29 September 1995 (India)
tt0114337,,Sarhad: The Border of Crime,1995,\N,Action|Crime|Drama,3.4,10,Raj Babbar|Farha Naaz|Deepak Tijori|Rutika|Kulbhushan Kharbanda|Danny Denzongpa|Mushtaq Khan|Dinesh Hingoo|Sudhir Dalvi|Baby Gazala|Anil Dhawan|Ram Mohan|Bob Christo|Mac Mohan|,1 nomination,31 August 1995 (India)
tt0110546,https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/Mohra.jpg/220px-Mohra.jpg,Mohra,1994,177,Action|Drama|Thriller,6.9,7118,Akshay Kumar|Raveena Tandon|Naseeruddin Shah|Sunil Shetty|Poonam Jhawer|Raza Murad|Paresh Rawal|Gulshan Grover|Sadashiv Amrapurkar|Sonali Singh|Kulbhushan Kharbanda|Avtar Gill|Priya Tendulkar|Kunickaa Sadanand|,1 win & 8 nominations,1 July 1994 (India)
tt0114618,,Target,1995,122,Drama,7.7,72,Mohan Agashe|Barun Chakraborty|Champa|Gyanesh Mukherjee|Om Puri|,1 nomination,28 February 1996 (USA)
tt0173301,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Taaqat.jpg/160px-Taaqat.jpg,Taaqat,1995,180,Crime|Romance,5.1,81,Dharmendra|Shatrughan Sinha|Kajol|Vikas Bhalla|Farha Naaz|Kader Khan|Mukesh Khanna|Aashif Sheikh|Raju Shrestha|Dinesh Hingoo|Ishrat Ali|Rajendra Gupta|Harish Patel|Deep Dhillon|,,23 June 1995 (India)
tt0110076,https://upload.wikimedia.org/wikipedia/en/thumb/7/79/Hahk.jpg/220px-Hahk.jpg,Hum Aapke Hain Koun...!,1994,206,Comedy|Drama|Musical,7.5,17427,Madhuri Dixit|Salman Khan|Mohnish Bahl|Renuka Shahane|Anupam Kher|Reema Lagoo|Alok Nath|Bindu|Ajit Vachani|Satish Shah|Himani Shivpuri|Sahila Chaddha|Dilip Joshi|Laxmikant Berde|,10 wins & 8 nominations,5 August 1994 (India)
tt0110942,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Raja_Babu_film.jpg/220px-Raja_Babu_film.jpg,Raja Babu,1994,161,Action|Comedy|Drama,6.3,2204,Govinda|Karisma Kapoor|Shakti Kapoor|Aruna Irani|Gulshan Grover|Prem Chopra|Kader Khan|,1 win,10 January 1994 (India)
tt0110280,https://upload.wikimedia.org/wikipedia/en/thumb/5/55/Krantiveer.jpg/220px-Krantiveer.jpg,Krantiveer,1994,159,Action|Crime|Drama,7.4,1656,Nana Patekar|Dimple Kapadia|Atul Agnihotri|Mamta Kulkarni|Farida Jalal|Paresh Rawal|Tinnu Anand|Mushtaq Khan|Ishrat Ali|Danny Denzongpa|Bindu|Shafi Inamdar|Girish Malik|Mahesh Anand|,7 wins & 3 nominations,22 July 1994 (India)
tt0112884,https://upload.wikimedia.org/wikipedia/en/thumb/3/3e/The_Don_film.jpg/220px-The_Don_film.jpg,The Don,1995,135,Crime|Drama,6.1,72,Mithun Chakraborty|Sonali Bendre|Jugal Hansraj|,,28 April 1995 (India)
tt0187227,https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Laadla_%28film%29.jpg/220px-Laadla_%28film%29.jpg,Laadla,1994,169,Drama|Family,5.8,1001,Anil Kapoor|Sridevi|Raveena Tandon|Farida Jalal|Aruna Irani|Prem Chopra|Paresh Rawal|Mohnish Bahl|Anupam Kher|Shakti Kapoor|Alok Nath|Kalpana Iyer|Vaishnavi|Vikram Gokhale|,2 nominations,17 March 1994 (India)
tt0111793,https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Yeh_Dillagi.jpg/220px-Yeh_Dillagi.jpg,Yeh Dillagi,1994,155,Comedy|Drama|Musical,6,4156,Kajol|Akshay Kumar|Saif Ali Khan|Saeed Jaffrey|Reema Lagoo|Achyut Potdar|Neena Softa|Deven Verma|Lalit Tiwari|Rajesh Bhatija|Shanker Iyer|Bhupinder Sharma|Goldie|Vijay Sharma|,2 nominations,6 May 1994 (India)
tt0111793,https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Yeh_Dillagi.jpg/220px-Yeh_Dillagi.jpg,Yeh Dillagi,1994,155,Comedy|Drama|Musical,6,4156,Kajol|Akshay Kumar|Saif Ali Khan|Saeed Jaffrey|Reema Lagoo|Achyut Potdar|Neena Softa|Deven Verma|Lalit Tiwari|Rajesh Bhatija|Shanker Iyer|Bhupinder Sharma|Goldie|Vijay Sharma|,2 nominations,6 May 1994 (India)
tt0110438,https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/Main_Khiladi_Tu_Anari.jpg/220px-Main_Khiladi_Tu_Anari.jpg,Main Khiladi Tu Anari,1994,175,Action|Comedy|Drama,6.5,5200,Akshay Kumar|Saif Ali Khan|Shilpa Shetty Kundra|Raageshwari|Shakti Kapoor|Johnny Lever|Beena Banerjee|Mukesh Khanna|Goga Kapoor|Ananth Narayan Mahadevan|Shiva Rindani|Brijesh Tiwari|Vibhakar|Aashish Duggal|,3 nominations,23 September 1994 (India)
tt0337611,https://upload.wikimedia.org/wikipedia/en/thumb/4/42/Dilwale_1994_poster.jpg/220px-Dilwale_1994_poster.jpg,Dilwale,1994,172,Action|Drama|Romance,5.6,2537,Ajay Devgn|Sunil Shetty|Raveena Tandon|Gulshan Grover|Paresh Rawal|Reema Lagoo|Navneet Nishan|Saeed Jaffrey|,1 nomination,4 February 1994 (India)
tt0111308,https://upload.wikimedia.org/wikipedia/en/f/fe/Suhaag_Poster.jpg,Suhaag,1994,145,Action|Comedy|Drama,5.7,1571,Ajay Devgn|Akshay Kumar|Karisma Kapoor|Nagma|Aruna Irani|Dalip Tahil|Tiku Talsania|Romesh Sharma|Adi Irani|Suresh Oberoi|Gufi Paintal|Jack Gaud|Brij Gopal|Suresh Bhagwat|,1 nomination,20 October 1994 (India)
tt0111625,https://upload.wikimedia.org/wikipedia/en/thumb/d/d2/Vijaypath.jpg/220px-Vijaypath.jpg,Vijaypath,1994,163,Action|Drama,4.9,571,Ajay Devgn|Tabu|Suresh Oberoi|Reema Lagoo|Gulshan Grover|Danny Denzongpa|Vikas Anand|Ram Mohan|,1 win & 1 nomination,5 August 1994 (India)
tt0115042,https://upload.wikimedia.org/wikipedia/en/thumb/a/a8/Zamaana_Deewana.jpg/220px-Zamaana_Deewana.jpg,Zamaana Deewana,1995,162,Action|Comedy|Drama,4.8,1808,Jeetendra|Shatrughan Sinha|Shah Rukh Khan|Raveena Tandon|Anupam Kher|Tinnu Anand|Kiran Juneja|Beena Banerjee|Aashif Sheikh|Neelima Azim|Sudhir|Ghanshyam Rohera|,,28 July 1995 (India)
tt0114726,https://upload.wikimedia.org/wikipedia/en/thumb/8/80/Trimurti_film.jpg/220px-Trimurti_film.jpg,Trimurti,1995,187,Action|Drama,4.8,2308,Jackie Shroff|Anil Kapoor|Shah Rukh Khan|Priya Tendulkar|Gautami|Anjali Jathar|Mohan Agashe|,2 nominations,22 December 1995 (India)
tt0225013,https://upload.wikimedia.org/wikipedia/en/e/e2/Aa_Gale_Lag_Jaa_%281994%29.jpg,Aa Gale Lag Jaa,1994,158,Romance,5.2,87,Jugal Hansraj|Urmila Matondkar|Paresh Rawal|,,1 January 1994 (India)
tt0338690,https://upload.wikimedia.org/wikipedia/en/thumb/3/30/Aag_%281994_film%29_Movie_Poster.jpg/220px-Aag_%281994_film%29_Movie_Poster.jpg,Aag,1994,139,Action|Comedy|Drama,4.6,186,Govinda|Shilpa Shetty Kundra|Sonali Bendre|,1 win,12 August 1994 (India)
tt0109010,https://upload.wikimedia.org/wikipedia/en/d/d8/1942_A_Love_Story_1994_film_poster.jpg,1942: A Love Story,1994,157,Action|Drama|Musical,7.2,2979,Anil Kapoor|Jackie Shroff|Manisha Koirala|Anupam Kher|Danny Denzongpa|Pran|Chandni|Raghuvir Yadav|Sushma Seth|Manohar Singh|Brian Glover|Gopi Desai|Pramod Moutho|Uday Chandra|,13 wins & 5 nominations,15 July 1994 (India)
tt0402739,,Aag Andhi Aur Toofan,1994,\N,Action|Thriller,3.4,9,Mukesh Khanna|Kiran Kumar|Johnny Lever|Amit Pachori|Shabnam|Shamsuddin|Joginder Shelly|Randhir Singh|,,
tt0267246,https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/Aatish%2C_Feel_the_Fire.jpeg/220px-Aatish%2C_Feel_the_Fire.jpeg,Aatish: Feel the Fire,1994,155,Action|Crime|Drama,5.8,658,Sanjay Dutt|Aditya Pancholi|Raveena Tandon|Karisma Kapoor|Atul Agnihotri|Shakti Kapoor|Gulshan Grover|Ajit|Tanuja|Vishwajeet Pradhan|Kader Khan|Ram Mohan|Dinesh Hingoo|Tiku Talsania|,,17 June 1994 (India)
tt0109116,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Andaz_1994_film_poster.jpg/220px-Andaz_1994_film_poster.jpg,Andaz,1994,167,Action|Comedy|Drama,4.3,346,Anil Kapoor|Juhi Chawla|Karisma Kapoor|Raj Babbar|Kader Khan|Shakti Kapoor|Satish Kaushik|,,8 April 1994 (India)
tt0109117,https://upload.wikimedia.org/wikipedia/en/thumb/1/15/Andaz_Apna_Apna.jpg/220px-Andaz_Apna_Apna.jpg,Andaz Apna Apna,1994,160,Comedy|Family|Romance,8.2,46433,Aamir Khan|Salman Khan|Raveena Tandon|Karisma Kapoor|Paresh Rawal|Viju Khote|Shakti Kapoor|Shehzad Khan|Deven Verma|Jagdeep|Mehmood|Tiku Talsania|Suresh Bhagwat|Harish Patel|,4 nominations,4 November 1994 (India)
tt0109091,https://upload.wikimedia.org/wikipedia/en/thumb/c/cd/Amanaatfilm94.jpg/220px-Amanaatfilm94.jpg,Amaanat,1994,140,Action|Drama,4.9,494,Sanjay Dutt|Akshay Kumar|Heera Rajgopal|Kanchan|Farheen|Gulshan Grover|Kiran Kumar|Mukesh Khanna|Paintal|Bhushan Jeevan|Mac Mohan|Ghanshyam|Neelam Mehra|Navneet Nishan|,,27 September 1994 (India)
tt0305241,,Aranyaka,1994,90,Drama,6.5,39,Mohan Gokhale|Yagnaseni Jena|Sanjana Kapoor|Pritikrushna Mahanty|Subrata Mahapatra|Ajay Nath|Navni Parihar|Sarat Pujari|Lalatendu Rath|,,
tt0363455,,Baali Umar Ko Salaam,1994,\N,Action|Comedy|Drama,4.7,20,Kamal Sadanah|Tisca Chopra|Beena Banerjee|Sudha Chandran|Saeed Jaffrey|Tiku Talsania|Anupam Kher|,,
tt0109134,https://upload.wikimedia.org/wikipedia/en/thumb/d/dc/Anjaam_%28movie_poster%29.jpg/220px-Anjaam_%28movie_poster%29.jpg,Anjaam,1994,170,Drama|Thriller,6.9,5527,Madhuri Dixit|Shah Rukh Khan|Tinnu Anand|Johnny Lever|Kalpana Iyer|Himani Shivpuri|Sudha Chandran|Beena Banerjee|Kiran Kumar|Deepak Tijori|Rumi Jaffery|Darshan Sandhar|Pradeep Suri|Baby Gazala|,1 win & 1 nomination,22 April 1994 (India)
tt0363405,,Aag Aur Chingari,1994,133,Action,4,8,Alpana|Aparajita|Asrani|Adi Irani|Shakti Kapoor|Yasmin Khan|Ravi Kishan|Kiran Kumar|Mahesh Raj|Paresh Rawal|Shiva Rindani|Pradeep Singh Rawat|Sripradha|,,28 January 1994 (India)
tt0109325,,Brahma,1994,\N,Crime|Drama|Mystery,5.2,28,Govinda|Madhoo|Ayesha Jhulka|Prem Chopra|Laxmikant Berde|Aruna Irani|Tej Sapru|Satyendra Kapoor|,,
tt0112485,https://upload.wikimedia.org/wikipedia/en/thumb/1/10/BetaajBadshahfilm.jpg/220px-BetaajBadshahfilm.jpg,Betaaj Badshah,1994,166,Action,5.4,35,Raaj Kumar|Shatrughan Sinha|Jay Mehta|Mamta Kulkarni|Mukesh Khanna|Prem Chopra|Gulshan Grover|Ajit|Mahesh Anand|Maya Alagh|Deepshika Nagpal|Neelam Mehra|Rakesh Bedi|Mukri|,,8 April 1994 (India)
tt0109391,https://upload.wikimedia.org/wikipedia/en/thumb/e/ee/ChaandKaTukdaafilm.jpg/220px-ChaandKaTukdaafilm.jpg,Chaand Kaa Tukdaa,1994,\N,Action|Comedy|Crime,3.6,374,Sridevi|Salman Khan|Anupam Kher|Raza Murad|Rakesh Hans|Zeba Khan|Mehmood|Shatrughan Sinha|Rama Vij|Faiyyaz|Ravi Raaj|Gurbachan Singh|Lalit Tiwari|Guddi Maruti|,,
tt0112269,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Aao_pyaar_karen.jpg/220px-Aao_pyaar_karen.jpg,Aao Pyaar Karen,1994,141,Romance,4.1,130,Saif Ali Khan|Shilpa Shetty Kundra|Somy Ali|,,25 November 1994 (India)
tt0346870,,Dilbar,1994,138,Drama|Romance,3.9,17,Mamta Kulkarni|Rishikesh Raj|Nawaz Khan|Johnny Lever|Tanushree|Suresh Oberoi|Kulbhushan Kharbanda|Laxmikant Berde|Tej Sapru|Beena Banerjee|Reema Lagoo|Gouri Khurana|Aparajita|Zubaida|,,2 June 1994 (India)
tt0346733,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/Chauraha.jpg/220px-Chauraha.jpg,Chauraha,1994,154,Drama,4.3,20,Jeetendra|Jackie Shroff|Jaya Prada|Ashwini Bhave|Shakti Kapoor|Sadashiv Amrapurkar|Danny Denzongpa|Farha Naaz|Alok Nath|Sulabha Deshpande|Vikas Anand|Avtar Gill|Mitti|Arun|,,8 April 1994 (India)
tt0440199,https://upload.wikimedia.org/wikipedia/en/thumb/2/2d/Cheetah-1994.jpg/220px-Cheetah-1994.jpg,Cheetah,1994,\N,Action|Drama,6.1,62,Vikas Anand|Rakesh Bedi|Ashwini Bhave|Brownie|Mithun Chakraborty|Prem Chopra|Deep Dhillon|Gulshan Grover|Puneet Issar|Goga Kapoor|Guddi Maruti|Anjana Mumtaz|Raza Murad|Gavin Packard|,,
tt0109246,,Beta Ho To Aisa,1994,\N,Drama,4.1,36,Vikas Anand|Anuradha|Asrani|Savita Bajaj|Mohan Bhandari|Vijayendra Ghatge|Govinda|Gulshan Grover|Sanjay Jog|Viju Khote|Praveen Kumar|Daboo Malik|Ram Mohan|Anjana Mumtaz|,,
tt0135140,,Anth,1994,136,Action,4.7,100,Sunil Shetty|Somy Ali|Paresh Rawal|Deepak Shirke|Neena Gupta|Rita Bhaduri|,1 win,10 June 1994 (India)
tt0109206,https://upload.wikimedia.org/wikipedia/en/thumb/d/d0/Bandit_Queen_1994_film_poster.jpg/220px-Bandit_Queen_1994_film_poster.jpg,Bandit Queen,1994,119,Biography|Crime|Drama,7.6,4046,Seema Biswas|Nirmal Pandey|Rajesh Vivek|Raghuvir Yadav|,4 wins & 2 nominations,30 June 1995 (USA)
tt0178392,,Droh Kaal,1994,162,Drama|Thriller,7.5,335,Om Puri|Naseeruddin Shah|Mita Vasisht|Annu Kapoor|Ashish Vidyarthi|Amrish Puri|Milind Gunaji|Vineet Kumar|Ila Arun|Joan David|Sadiya Siddiqui|Rajiv Dhingra|Achyut Potdar|Shri Vallabh Vyas|,3 wins & 1 nomination,31 August 1994 (India)
tt0317699,https://upload.wikimedia.org/wikipedia/en/e/e9/Ekka_Raja_Rani.jpg,Ekka Raja Rani,1994,\N,Action|Comedy|Drama,5.3,58,Vinod Khanna|Govinda|Ayesha Jhulka|Ashwini Bhave|Paresh Rawal|Rajendra Nath|Johnny Lever|Mushtaq Khan|Anil Dhawan|Tinnu Anand|Ishrat Ali|Tej Sapru|Sudhir|Vikas Anand|,,
tt0290183,https://upload.wikimedia.org/wikipedia/en/thumb/4/4d/Elaan_Film_Poster.jpg/220px-Elaan_Film_Poster.jpg,Elaan,1994,146,Action|Crime|Thriller,5.4,784,Akshay Kumar|Amrish Puri|Madhoo|Farida Jalal|Dalip Tahil|Deven Verma|Mohnish Bahl|Mohan Joshi|Rami Reddy|Sulabha Arya|Dinesh|Ankush Mohite|Rumi Jaffery|John|,,21 January 1994 (India)
tt0109710,,Eena Meena Deeka,1994,133,Action|Comedy|Crime,4.6,278,Vinod Khanna|Rishi Kapoor|Juhi Chawla|Kader Khan|Shakti Kapoor|Anupam Kher|Kiran Kumar|Gulshan Grover|Mohnish Bahl|Alok Nath|Anjana Mumtaz|Shiva Rindani|Balbinder|Arun Bakshi|,,12 August 1994 (India)
tt0976027,,Chhoti Bahoo,1994,\N,Drama|Family,5.9,16,Vikas Anand|Beena Banerjee|Bindu|Avtar Gill|Renu Joshi|Kader Khan|Uma Khosla|Reema Lagoo|Ananth Narayan Mahadevan|Sushmita Mukherjee|Kunickaa Sadanand|Vikas Shaney|Shilpa Shirodkar|Ashok Sukhija|,,
tt0450608,,Do Fantoosh,1994,\N,Comedy,2.9,10,Sadashiv Amrapurkar|Vikas Anand|Ishita Babbar|Raj Babbar|Birbal|Mohan Choti|Kapil Dev|Jamuna|Shakti Kapoor|Kapil Karzan|Amjad Khan|Ranbir Pushp|Sonam|,,
tt0121232,https://upload.wikimedia.org/wikipedia/en/thumb/a/a1/Dulaara.jpg/220px-Dulaara.jpg,Dulaara,1994,\N,Crime|Mystery|Thriller,4.6,225,Govinda|Karisma Kapoor|Ranjeet|Farida Jalal|Satyajeet|Rakesh Bedi|Gulshan Grover|Dalip Tahil|Mac Mohan|Yunus Parvez|Rajesh Puri|Tej Sapru|Guddi Maruti|Javed Khan|,,28 January 1994 (India)
tt0172488,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Ghar_Ki_Izzat_%281994_film%29.jpg/220px-Ghar_Ki_Izzat_%281994_film%29.jpg,Ghar Ki Izzat,1994,\N,Comedy|Musical|Romance,5,40,Jeetendra|Rishi Kapoor|Anita Raj|Asha Parekh|Om Prakash|Asrani|Satish Shah|Bindu|Kanu Chauhan|Sonika Gill|Satyendra Kapoor|Chandrashekhar|Dinesh Kaushik|Radheshyam|,,
tt0442601,https://upload.wikimedia.org/wikipedia/en/thumb/e/e9/HansteKheltey94.png/220px-HansteKheltey94.png,Hanste Khelte,1994,\N,Comedy|Drama|Fantasy,6.6,25,Ishrat Ali|Aparajita|Asrani|Rakesh Bedi|Kishore Anand Bhanushali|Dinesh Hingoo|Ananth Narayan Mahadevan|Nandini|Lisa Ray|Rahul Roy|,,
tt0290213,https://upload.wikimedia.org/wikipedia/en/5/5c/HumHainBemisaal.jpg,Hum Hain Bemisaal,1994,160,Action|Crime|Drama,5.1,524,Akshay Kumar|Sunil Shetty|Shilpa Shirodkar|Madhoo|Rami Reddy|Jagdeep|Pran|Avtar Gill|Arun Bakshi|Darshan Bagga|Vikas Anand|Kunickaa Sadanand|Raj Tilak|Pradeep Saxena|,,16 December 1994 (India)
tt1202010,,Ganga Aur Ranga,1994,\N,Action,2.4,5,Sahila Chaddha|Suresh Chatwal|Anita Chopra|Shakti Kapoor|Huma Khan|Jatin Khan|Mohammad Sher Khan|Yasmin Khan|Anil Kochar|Kiran Kumar|Prachi|Sonu Sargam|Asha Sharma|,,
tt0349618,,Insaaf Apne Lahoo Se,1994,140,Action|Drama,5.1,28,Shatrughan Sinha|Sanjay Dutt|Shekhar Suman|Farha Naaz|Sonam|Gulshan Grover|Kulbhushan Kharbanda|Kader Khan|Gita Siddharth|Beena Banerjee|Ashalata Wabgaonkar|Sameer Khakhar|Shashi Kiran|Babbanlal Yadav|,,18 March 1994 (India)
tt0110177,https://upload.wikimedia.org/wikipedia/en/thumb/0/02/Jai_Kishen.jpg/220px-Jai_Kishen.jpg,Jai Kishen,1994,129,Action|Drama,5.3,577,Akshay Kumar|Ayesha Jhulka|Chandni|Reema Lagoo|Arun Bakshi|Mahavir Shah|Avtar Gill|Vikas Anand|Viju Khote|Deepak Shirke|Harish Patel|,,10 June 1994 (India)
tt0230358,,Janam Se Pehle,1994,150,Crime|Thriller,4.2,9,Raj Babbar|Farha Naaz|Sumeet Saigal|Swapna|Shafi Inamdar|Sadashiv Amrapurkar|Viju Khote|Deepak Qazir|Brahmachari|Shrivastava|Harish Magon|Mahavir Shah|Gajendra Chouhan|Narinder Anand|,,11 March 1994 (India)
tt0109922,https://upload.wikimedia.org/wikipedia/en/6/63/Gopi_Kishan_DVD_cover.png,Gopi Kishan,1994,\N,Action|Comedy|Drama,5.5,718,Sunil Shetty|Karisma Kapoor|Shilpa Shirodkar|Suresh Oberoi|Abhimanyyu Abhimanyu|Aruna Irani|Mohan Joshi|Shammi|Mushtaq Khan|Satyendra Kapoor|Shiva Rindani|,,
tt0275364,https://upload.wikimedia.org/wikipedia/en/thumb/8/8c/Gangster_%281994%29.jpg/220px-Gangster_%281994%29.jpg,Gangster,1994,\N,Action|Drama|Thriller,5.2,51,Mamta Kulkarni|Manu Gargi|Anita Ayoob|Mink Singh|Rubaina Khan|Ajit|Arjun Sarja|Navneet Nishan|Alok Nath|Amita Nangia|Joginder Shelly|Rakesh Bedi|Sunil Kapoor|Deepshika Nagpal|,,8 May 1994 (India)
